Function	CPU Time	CPU Time:Effective Time	CPU Time:Spin Time	CPU Time:Overhead Time	Module	Function (Full)	Source File	Start Address
decode_significance_skip_x86	0.408496	0.408496	0.0	0.0	libavcodec.so.62	decode_significance_skip_x86	h264_cabac.c	0x3ae330
get_cabac_inline_x86	0.338295	0.338295	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac630
decode_significance_8x8_skip_x86	0.242712	0.242712	0.0	0.0	libavcodec.so.62	decode_significance_8x8_skip_x86	h264_cabac.c	0x3b0843
get_cabac_inline_x86	0.161898	0.161898	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac590
ff_h264_decode_mb_cabac	0.142680	0.142680	0.0	0.0	libavcodec.so.62	ff_h264_decode_mb_cabac	h264_cabac.c	0x3b2710
get_cabac_inline_x86	0.096332	0.096332	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3b05f0
get_cabac_bypass_x86	0.088637	0.088637	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3b0575
pred_motion	0.053868	0.053868	0.0	0.0	libavcodec.so.62	pred_motion	h264_mvpred.h	0x3b538e
decode_cabac_residual_internal_skip	0.049253	0.049253	0.0	0.0	libavcodec.so.62	decode_cabac_residual_internal_skip	h264_cabac.c	0x3b04b2
fill_decode_neighbors	0.038549	0.038549	0.0	0.0	libavcodec.so.62	fill_decode_neighbors	h264_mvpred.h	0x3ac6d0
get_cabac_bypass_x86	0.030830	0.030830	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3b07d0
fill_decode_caches	0.026996	0.026996	0.0	0.0	libavcodec.so.62	fill_decode_caches	h264_mvpred.h	0x3ac900
get_cabac_inline_x86	0.023127	0.023127	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3afbae
pred_spatial_direct_motion	0.023127	0.023127	0.0	0.0	libavcodec.so.62	pred_spatial_direct_motion	h264_direct.c	0x3c032b
decode_significance_x86	0.023099	0.023099	0.0	0.0	libavcodec.so.62	decode_significance_x86	h264_cabac.c	0x3ae170
get_cabac_inline_x86	0.019256	0.019256	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3b1ff9
get_cabac_bypass_sign_x86	0.011633	0.011633	0.0	0.0	libavcodec.so.62	get_cabac_bypass_sign_x86	cabac.h	0x3b0c3e
ff_h2645_extract_rbsp	0.011585	0.011585	0.0	0.0	libavcodec.so.62	ff_h2645_extract_rbsp	h2645_parse.c	0x3a91e0
_mm_load_si128	0.011574	0.011574	0.0	0.0	libavcodec.so.62	_mm_load_si128	emmintrin.h	0x3acc70
func@0x189480	0.011568	0.011568	0.0	0.0	libc.so.6	func@0x189480	[Unknown]	0x189480
get_cabac_inline_x86	0.011565	0.011565	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3b0a80
decode_cabac_b_mb_sub_type	0.011565	0.011565	0.0	0.0	libavcodec.so.62	decode_cabac_b_mb_sub_type	h264_cabac.c	0x3b6232
get_cabac_cbf_ctx	0.011565	0.011565	0.0	0.0	libavcodec.so.62	get_cabac_cbf_ctx	h264_cabac.c	0x3b1fc0
decode_cabac_residual_nondc_skip	0.011564	0.011564	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_skip	h264_cabac.c	0x3b1fa0
get_cabac_inline_x86	0.011564	0.011564	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3b1d33
get_cabac_inline_x86	0.011560	0.011560	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3afe08
decode_cabac_residual_nondc_skip	0.011559	0.011559	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_skip	h264_cabac.c	0x3b2440
decode_cabac_mb_ref	0.011554	0.011554	0.0	0.0	libavcodec.so.62	decode_cabac_mb_ref	h264_cabac.c	0x3afb30
decode_cabac_mb_mvd	0.007721	0.007721	0.0	0.0	libavcodec.so.62	decode_cabac_mb_mvd	h264_cabac.c	0x3b0a30
memset	0.007714	0.007714	0.0	0.0	libavcodec.so.62	memset	string_fortified.h	0x3b2f13
pred_motion	0.007709	0.007709	0.0	0.0	libavcodec.so.62	pred_motion	h264_mvpred.h	0x3b5e80
get_cabac_bypass_sign_x86	0.007707	0.007707	0.0	0.0	libavcodec.so.62	get_cabac_bypass_sign_x86	cabac.h	0x3aeac5
decode_cabac_luma_residual_skip	0.007707	0.007707	0.0	0.0	libavcodec.so.62	decode_cabac_luma_residual_skip	h264_cabac.c	0x3b2120
ff_print_debug_info2_optimized	0.007693	0.007693	0.0	0.0	libavcodec.so.62	ff_print_debug_info2_optimized	mpegutils.c	0x71be70
decode_cabac_residual_internal_skip	0.007691	0.007691	0.0	0.0	libavcodec.so.62	decode_cabac_residual_internal_skip	h264_cabac.c	0x3afcbc
