Function Stack	CPU Time:Total	CPU Time:Effective Time:Total	CPU Time:Spin Time:Total	CPU Time:Overhead Time:Total	CPU Time:Self	CPU Time:Effective Time:Self	CPU Time:Spin Time:Self	CPU Time:Overhead Time:Self	Module	Function (Full)	Source File	Start Address
Total	100.000000	100.000000			0.0	0.0	0.0	0.0	[Unknown]	[Unknown]	[Unknown]	[Unknown]
 _start	100.000000	100.000000			0.0	0.0	0.0	0.0	extractor4	_start	[Unknown]	0x2c50
  __libc_start_main	100.000000	100.000000			0.0	0.0	0.0	0.0	libc.so.6	__libc_start_main	[Unknown]	0x2a200
   main	100.000000	100.000000			0.0	0.0	0.0	0.0	extractor4	main	[Unknown]	0x25f0
    avcodec_send_packet	96.315272	96.315272			0.0	0.0	0.0	0.0	libavcodec.so.62	avcodec_send_packet	decode.c	0x2b5ef0
     decode_receive_frame_internal	96.315272	96.315272			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_receive_frame_internal	decode.c	0x2b5b80
      ff_decode_receive_frame_internal	96.315272	96.315272			0.0	0.0	0.0	0.0	libavcodec.so.62	ff_decode_receive_frame_internal	decode.c	0x2b5650
       decode_simple_receive_frame	96.315272	96.315272			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_simple_receive_frame	decode.c	0x2b5720
        decode_simple_internal	96.315272	96.315272			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_simple_internal	decode.c	0x2b5720
         h264_decode_frame	96.315272	96.315272			0.0	0.0	0.0	0.0	libavcodec.so.62	h264_decode_frame	h264dec.c	0x402f70
          decode_nal_units	95.922752	95.922752			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_nal_units	h264dec.c	0x403067
           ff_h264_execute_decode_slices	95.331642	95.331642			0.0	0.0	0.0	0.0	libavcodec.so.62	ff_h264_execute_decode_slices	h264_slice.c	0x3f9730
            decode_slice	95.331642	95.331642			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_slice	h264_slice.c	0x3f8070
             ff_h264_decode_mb_cabac	95.331642	95.331642			0.142680	0.142680	0.0	0.0	libavcodec.so.62	ff_h264_decode_mb_cabac	h264_cabac.c	0x3b2710
              decode_cabac_luma_residual_skip	48.720856	48.720856			0.007707	0.007707	0.0	0.0	libavcodec.so.62	decode_cabac_luma_residual_skip	h264_cabac.c	0x3b2120
               decode_cabac_residual_nondc_skip	27.683947	27.683947			0.011559	0.011559	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_skip	h264_cabac.c	0x3b2440
                decode_cabac_residual_nondc_internal_skip	24.341007	24.341007			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_internal_skip	h264_cabac.c	0x3b04b0
                 decode_cabac_residual_internal_skip	24.341007	24.341007			0.029994	0.029994	0.0	0.0	libavcodec.so.62	decode_cabac_residual_internal_skip	h264_cabac.c	0x3b04b2
                  decode_significance_skip_x86	15.133111	15.133111			0.296602	0.296602	0.0	0.0	libavcodec.so.62	decode_significance_skip_x86	h264_cabac.c	0x3ae330
                  get_cabac	3.941317	3.941317			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3ac630
                   get_cabac_inline_x86	3.941317	3.941317			0.077248	0.077248	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac630
                  get_cabac_bypass_x86	2.164223	2.164223			0.042418	0.042418	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3b0575
                  get_cabac	0.981981	0.981981			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3b05f0
                   get_cabac_inline_x86	0.981981	0.981981			0.019246	0.019246	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3b05f0
                  get_cabac_bypass_x86	0.590033	0.590033			0.011564	0.011564	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3b07d0
                get_cabac	2.753188	2.753188			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3ac630
                 get_cabac_inline_x86	2.753188	2.753188			0.053961	0.053961	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac630
               decode_cabac_residual_nondc_skip	20.053526	20.053526			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_skip	h264_cabac.c	0x3b22d0
                decode_cabac_residual_nondc_internal_skip	20.053526	20.053526			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_internal_skip	h264_cabac.c	0x3b04b0
                 decode_cabac_residual_internal_skip	20.053526	20.053526			0.011551	0.011551	0.0	0.0	libavcodec.so.62	decode_cabac_residual_internal_skip	h264_cabac.c	0x3b04b2
                  decode_significance_8x8_skip_x86	12.383544	12.383544			0.242712	0.242712	0.0	0.0	libavcodec.so.62	decode_significance_8x8_skip_x86	h264_cabac.c	0x3b0843
                  get_cabac	2.949745	2.949745			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3b05f0
                   get_cabac_inline_x86	2.949745	2.949745			0.057814	0.057814	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3b05f0
                  get_cabac	2.164650	2.164650			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3ac630
                   get_cabac_inline_x86	2.164650	2.164650			0.042426	0.042426	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac630
                  get_cabac_bypass_x86	0.983272	0.983272			0.019272	0.019272	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3b0575
                  get_cabac_bypass_x86	0.982963	0.982963			0.019266	0.019266	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3b07d0
               decode_cabac_residual_dc_skip	0.590171	0.590171			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_cabac_residual_dc_skip	h264_cabac.c	0x3b2150
                decode_cabac_residual_dc_internal_skip	0.590171	0.590171			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_cabac_residual_dc_internal_skip	h264_cabac.c	0x3afcb0
                 decode_cabac_residual_internal_skip	0.590171	0.590171			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_cabac_residual_internal_skip	h264_cabac.c	0x3afcbc
                  get_cabac	0.590171	0.590171			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3ac630
                   get_cabac_inline_x86	0.590171	0.590171			0.011567	0.011567	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac630
              decode_cabac_residual_nondc_internal_skip	9.640617	9.640617			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_internal_skip	h264_cabac.c	0x3b04b0
               decode_cabac_residual_internal_skip	9.640617	9.640617			0.007708	0.007708	0.0	0.0	libavcodec.so.62	decode_cabac_residual_internal_skip	h264_cabac.c	0x3b04b2
                decode_significance_skip_x86	5.119021	5.119021			0.100330	0.100330	0.0	0.0	libavcodec.so.62	decode_significance_skip_x86	h264_cabac.c	0x3ae330
                get_cabac	1.770132	1.770132			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3ac630
                 get_cabac_inline_x86	1.770132	1.770132			0.034694	0.034694	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac630
                get_cabac_bypass_x86	1.374897	1.374897			0.026947	0.026947	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3b0575
                get_cabac	0.983283	0.983283			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3b05f0
                 get_cabac_inline_x86	0.983283	0.983283			0.019272	0.019272	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3b05f0
              get_cabac_noinline	6.490557	6.490557			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac_noinline	cabac_functions.h	0x3ac590
               get_cabac_inline_x86	6.490557	6.490557			0.127212	0.127212	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3ac590
              decode_cabac_mb_mvd	4.723283	4.723283			0.007721	0.007721	0.0	0.0	libavcodec.so.62	decode_cabac_mb_mvd	h264_cabac.c	0x3b0a30
               get_cabac	3.145758	3.145758			0.0	0.0	0.0	0.0	libavcodec.so.62	get_cabac	cabac_functions.h	0x3ac630
