Function Stack	CPU Time:Total	CPU Time:Effective Time:Total	CPU Time:Spin Time:Total	CPU Time:Overhead Time:Total	CPU Time:Self	CPU Time:Effective Time:Self	CPU Time:Spin Time:Self	CPU Time:Overhead Time:Self	Module	Function (Full)	Source File	Start Address
Total	100.000000	100.000000			0.0	0.0	0.0	0.0	[Unknown]	[Unknown]	[Unknown]	[Unknown]
 _start	100.000000	100.000000			0.0	0.0	0.0	0.0	extractor4	_start	[Unknown]	0x2c50
  __libc_start_main_impl	100.000000	100.000000			0.0	0.0	0.0	0.0	libc.so.6	__libc_start_main_impl	libc-start.c	0x2a200
   main	100.000000	100.000000			0.0	0.0	0.0	0.0	extractor4	main	[Unknown]	0x25f0
    avcodec_send_packet	94.653841	94.653841			0.0	0.0	0.0	0.0	libavcodec.so.62	avcodec_send_packet	decode.c	0x2b9e90
     decode_receive_frame_internal	94.653841	94.653841			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_receive_frame_internal	decode.c	0x2b9b20
      ff_decode_receive_frame_internal	94.653841	94.653841			0.0	0.0	0.0	0.0	libavcodec.so.62	ff_decode_receive_frame_internal	decode.c	0x2b95f0
       decode_simple_receive_frame	94.653841	94.653841			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_simple_receive_frame	decode.c	0x2b96c0
        decode_simple_internal	94.653841	94.653841			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_simple_internal	decode.c	0x2b96c0
         h264_decode_frame	94.653841	94.653841			0.0	0.0	0.0	0.0	libavcodec.so.62	h264_decode_frame	h264dec.c	0x419ec0
          decode_nal_units	85.308980	85.308980			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_nal_units	h264dec.c	0x419fb7
           ff_h264_execute_decode_slices	83.538322	83.538322			0.0	0.0	0.0	0.0	libavcodec.so.62	ff_h264_execute_decode_slices	h264_slice.c	0x410680
            decode_slice	83.538322	83.538322			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_slice	h264_slice.c	0x40efc0
             ff_h264_decode_mb_cavlc	80.882443	80.882443			0.047992	0.047992	0.0	0.0	libavcodec.so.62	ff_h264_decode_mb_cavlc	h264_cavlc.c	0x3d1f10
              decode_luma_residual_skip	37.321559	37.321559			0.019989	0.019989	0.0	0.0	libavcodec.so.62	decode_luma_residual_skip	h264_cavlc.c	0x3d1600
               decode_residual_skip	32.879650	32.879650			0.075992	0.075992	0.0	0.0	libavcodec.so.62	decode_residual_skip	h264_cavlc.c	0x3d18b0
                get_vlc2	4.440434	4.440434			0.011975	0.011975	0.0	0.0	libavcodec.so.62	get_vlc2	get_bits.h	0x3d197a
                 NEG_USR32	1.779335	1.779335			0.008007	0.008007	0.0	0.0	libavcodec.so.62	NEG_USR32	mathops.h	0x3d197a
                get_vlc2	4.437728	4.437728			0.019970	0.019970	0.0	0.0	libavcodec.so.62	get_vlc2	get_bits.h	0x3d1b93
                skip_bits	2.672166	2.672166			0.012025	0.012025	0.0	0.0	libavcodec.so.62	skip_bits	get_bits.h	0x3d1b0d
                skip_bits	2.664052	2.664052			0.011988	0.011988	0.0	0.0	libavcodec.so.62	skip_bits	get_bits.h	0x3d19c4
                pred_non_zero_count	1.778162	1.778162			0.008002	0.008002	0.0	0.0	libavcodec.so.62	pred_non_zero_count	h264_cavlc.c	0x3d1924
              get_ue_golomb_long	7.126579	7.126579			0.012003	0.012003	0.0	0.0	libavcodec.so.62	get_ue_golomb_long	golomb.h	0x3d1fce
               get_bits_long	2.676607	2.676607			0.0	0.0	0.0	0.0	libavcodec.so.62	get_bits_long	get_bits.h	0x3d2d5d
                get_bits_long	2.676607	2.676607			0.012045	0.012045	0.0	0.0	libavcodec.so.62	get_bits_long	get_bits.h	0x3d2d5d
               show_bits_long	1.782534	1.782534			0.0	0.0	0.0	0.0	libavcodec.so.62	show_bits_long	get_bits.h	0x3d1fce
                get_bits_long	1.782534	1.782534			0.0	0.0	0.0	0.0	libavcodec.so.62	get_bits_long	get_bits.h	0x3d2d37
                 get_bits_long	1.782534	1.782534			0.008021	0.008021	0.0	0.0	libavcodec.so.62	get_bits_long	get_bits.h	0x3d2d37
              decode_mb_skip	4.445609	4.445609			0.0	0.0	0.0	0.0	libavcodec.so.62	decode_mb_skip	h264_mvpred.h	0x3d21f7
               pred_pskip_motion	4.445609	4.445609			0.0	0.0	0.0	0.0	libavcodec.so.62	pred_pskip_motion	h264_mvpred.h	0x3d2aaf
                pack16to32	2.668556	2.668556			0.012009	0.012009	0.0	0.0	libavcodec.so.62	pack16to32	h264_parse.h	0x3d2cc5
                fill_rectangle	1.777053	1.777053			0.007997	0.007997	0.0	0.0	libavcodec.so.62	fill_rectangle	rectangle.h	0x3d2cc5
              get_se_golomb	3.553742	3.553742			0.015992	0.015992	0.0	0.0	libavcodec.so.62	get_se_golomb	golomb.h	0x3d3ff2
              fill_rectangle	2.676472	2.676472			0.012044	0.012044	0.0	0.0	libavcodec.so.62	fill_rectangle	rectangle.h	0x3d553a
              get_se_golomb	2.668183	2.668183			0.012007	0.012007	0.0	0.0	libavcodec.so.62	get_se_golomb	golomb.h	0x3d54ad
              get_chroma_qp	2.666094	2.666094			0.011997	0.011997	0.0	0.0	libavcodec.so.62	get_chroma_qp	h264dec.h	0x3d2a41
              decode_residual_skip	2.665771	2.665771			0.011996	0.011996	0.0	0.0	libavcodec.so.62	decode_residual_skip	h264_cavlc.c	0x3d18b0
              fill_rectangle	1.776139	1.776139			0.007993	0.007993	0.0	0.0	libavcodec.so.62	fill_rectangle	rectangle.h	0x3d2f0b
              fill_decode_caches	1.773501	1.773501			0.007981	0.007981	0.0	0.0	libavcodec.so.62	fill_decode_caches	h264_mvpred.h	0x3ce960
              get_ue_golomb_31	1.772547	1.772547			0.007976	0.007976	0.0	0.0	libavcodec.so.62	get_ue_golomb_31	golomb.h	0x3d3588
              get_ue_golomb_31	1.771269	1.771269			0.007971	0.007971	0.0	0.0	libavcodec.so.62	get_ue_golomb_31	golomb.h	0x3d2544
             get_bits_left	2.655879	2.655879			0.0	0.0	0.0	0.0	libavcodec.so.62	get_bits_left	get_bits.h	0x40f667
              get_bits_count	2.655879	2.655879			0.011951	0.011951	0.0	0.0	libavcodec.so.62	get_bits_count	get_bits.h	0x40f66b
           ff_h264_queue_decode_slice	1.770658	1.770658			0.007968	0.007968	0.0	0.0	libavcodec.so.62	ff_h264_queue_decode_slice	h264_slice.c	0x410960
          finalize_frame	9.344861	9.344861			0.0	0.0	0.0	0.0	libavcodec.so.62	finalize_frame	h264dec.c	0x4197f0
           ff_print_debug_info2_optimized	9.344861	9.344861			0.0	0.0	0.0	0.0	libavcodec.so.62	ff_print_debug_info2_optimized	mpegutils.c	0x733710
            add_mb	3.999228	3.999228			0.017997	0.017997	0.0	0.0	libavcodec.so.62	add_mb	mpegutils.c	0x733df9
            add_mb	3.567489	3.567489			0.016054	0.016054	0.0	0.0	libavcodec.so.62	add_mb	mpegutils.c	0x7338cb
            add_mb	1.778143	1.778143			0.008002	0.008002	0.0	0.0	libavcodec.so.62	add_mb	mpegutils.c	0x73390b
    av_read_frame	2.678068	2.678068			0.0	0.0	0.0	0.0	libavformat.so.62	av_read_frame	demux.c	0x96670
     read_frame_internal	2.678068	2.678068			0.0	0.0	0.0	0.0	libavformat.so.62	read_frame_internal	demux.c	0x95be0
      parse_packet	2.678068	2.678068			0.0	0.0	0.0	0.0	libavformat.so.62	parse_packet	demux.c	0x94e10
       av_parser_parse2	2.678068	2.678068			0.0	0.0	0.0	0.0	libavcodec.so.62	av_parser_parse2	parser.c	0x7cd810
        h264_parse	2.678068	2.678068			0.0	0.0	0.0	0.0	libavcodec.so.62	h264_parse	h264_parser.c	0x400d20
         parse_nal_units	2.678068	2.678068			0.0	0.0	0.0	0.0	libavcodec.so.62	parse_nal_units	h264_parser.c	0x400dc6
          av_fast_padded_malloc	2.678068	2.678068			0.0	0.0	0.0	0.0	libavcodec.so.62	av_fast_padded_malloc	utils.c	0x98d900
           av_fast_mallocz	2.678068	2.678068			0.0	0.0	0.0	0.0	libavutil.so.60	av_fast_mallocz	mem.c	0x43360
            fast_malloc	2.678068	2.678068			0.0	0.0	0.0	0.0	libavutil.so.60	fast_malloc	mem.c	0x43364
             av_mallocz	2.678068	2.678068			0.0	0.0	0.0	0.0	libavutil.so.60	av_mallocz	mem.c	0x429c0
              memset	2.678068	2.678068			0.0	0.0	0.0	0.0	libavutil.so.60	memset	string_fortified.h	0x429d5
